opt_id,question_id,prompt,transcription,llm_speaking_accuracy_llama31_score,llm_speaking_accuracy_mistral_score,llm_speaking_accuracy_llama32_score,llm_speaking_accuracy_claude_score,most_common_value,agreement_percentage,opt_id_q_id
25386,t1_q9,Tell me about an important decision you had to make.," Well, I made an important station when I was in high school. I chose a major, as an English major. So I, you know, then since I chose this major, I have to work to find a job which relates to English. But honestly, in my deep heart, I really want to learn math instead of English.",2.0,2.0,2.0,3.0,2.0,75.0,25386_t1_q9
20498,t1_q9,Tell me about an important decision you had to make.," Well, I think I've made a very important decision last year in October that I somehow changed my job position. I used to have one job opportunity in past year, which I struggle over a lot. But after a careful consideration, I think that would be my good choice. So I just insist. And it's really a hard time for me. And finally, I have a  opportunity which comes last October and I made it and I really I believe I do the right thing.",2.0,3.0,2.0,2.0,2.0,75.0,20498_t1_q9
72219,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I do think people spend a lot of time on their mobile phones. I think sometimes people are more worried about their virtual reputation, lives and exposing their experience, they're actually sharing this experience with people, with ecto people around her. So I'm not in  many social community on the internet because I'm just enough of",3.0,3.0,2.0,3.0,3.0,75.0,72219_t1_q8
72220,t1_q6,What did you do on your last holiday?," My last holiday was a short trip to the beautiful Swedish capital Hohen. It's called the Venice Canyonavia which is a quite accurate description of the city. It was cold but it was not raining so we discovered the city on foot. Also we did a day trip to the rural area. We saw a castle there, went to the afford first. It was quite abandoned.",3.0,3.0,3.0,3.0,3.0,100.0,72220_t1_q6
70896,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I think that most young people spend a lot of time on their mobile phones, so there is a difference with the other generation, I guess, look at myself. I spend rather much time on my mobile phone if I am at the ground, about one hour a day.  which take a lot of time. The younger generation, they are well not with it. We can understand",3.0,4.0,3.0,3.0,3.0,75.0,70896_t1_q8
74421,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," 50 seconds for this question is a little bit difficult but all those generation didn't have all this technology but what can I say that the work was more manual, more difficult maybe but now we have more stress because society is a little bit fast, capitalism all that is made the world a little bit  It'll be crazy for us.",2.0,3.0,3.0,3.0,3.0,75.0,74421_t1_q14
82507,t1_q12,Tell me the plot of one of your favorite films or books.," My favorite book was the Istaphrican Bridge. It's a book that describes the types of birds that we have in Istaphrica. The book shows more than 2000 bird species in Istaphrica. It shows you the location, how you can recognize them through voices, caras, the feeders, the math.  to take into account you are identifying a certain type of bird species. So that was my favorite book and I'm still reading it.",0.0,3.0,3.0,3.0,3.0,75.0,82507_t1_q12
84483,t1_q12,Tell me the plot of one of your favorite films or books., My favourite film is Red October with the actor Sean Gany. It's a good film and there's a lot of action. For the book it's Tinting with different episodes and  different stories.,0.0,3.0,3.0,3.0,3.0,75.0,84483_t1_q12
77698,t1_q10,What was the last thing that made you feel happy or sad? Why?, I was very happy when my daughter came to tell me that her boyfriend has proposed to her and I think it's a wonderful event and I'm looking forward to celebrating their love and it's going to be a huge party and yes I'm just looking forward to it  It's a fantastic event.,3.0,0.0,3.0,3.0,3.0,75.0,77698_t1_q10
75796,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, Okay.,3.0,3.0,2.0,2.0,2.0,50.0,75796_t1_q14
73493,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Well, technology has impacted my life in several ways. Positively, because I think it's the key to solve a lot of issues, a lot of problems I have. Over there, I can find my solutions in a speedway, in a faster way. It has also helped me to find a job. So I think this is a really positive way.  negative way is that technology has made me lose a lot of time with my family because I prefer to spend time in technology uses than with my family.",3.0,3.0,2.0,2.0,2.0,50.0,73493_t1_q13
